"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa03010","Ribosome",168,-0.566369968247724,-2.64464689299692,4.29697059419128e-19,1.45237606083665e-16,1.07650421201845e-16,5278,"tags=70%, list=31%, signal=49%","6165/64981/51318/6164/51081/6136/56945/11224/51021/23107/51073/6235/6125/55037/64983/28957/54948/6161/64432/6147/28973/6233/51187/6152/6230/6182/64965/6167/6166/29093/6201/6142/6143/6144/6228/92259/9349/64960/6154/84545/54998/3921/6138/51650/6128/6205/6150/6202/6137/51023/6231/6210/6183/122704/6189/10399/4736/64949/6222/6187/65003/23521/6193/6203/6229/63931/64975/219927/6208/6217/6194/6168/10573/6209/6133/6146/6175/6170/11222/6234/51065/6141/51264/84311/9045/65993/6160/51121/6223/64976/64963/51253/118487/6176/116541/6159/6156/128308/51069/25873/6188/6224/55052/6132/51642/90480/28977/64928/64979/6158/28998/55168/65080/29088/6129/9553/78988/64968"
"hsa04060","Cytokine-cytokine receptor interaction",215,0.447456537208941,2.30542615128972,9.2795523354004e-14,1.56824434468267e-11,1.16238602938173e-11,3167,"tags=42%, list=19%, signal=34%","1236/10563/6364/4050/90865/50615/654/643/6366/3569/6369/1233/6363/939/4049/6373/1235/3455/1439/3566/8600/3561/3560/959/10673/3570/10148/3575/8740/3574/3559/3597/9235/115650/8718/7124/4283/8743/6352/130399/958/163702/3625/1232/8797/84957/3603/3604/7048/3594/3556/608/3627/7292/9466/10663/4982/7293/51561/23765/356/653/3601/2833/7133/3587/3577/1436/6362/3592/8809/1234/285613/353500/944/1237/9180/3458/8795/6374/6375/5196/2829/6846/3459/246778/7132/5008/729230/23495"
"hsa04658","Th1 and Th2 cell differentiation",84,0.583221905697681,2.59833495234587,8.24028305721638e-12,9.28405224446379e-10,6.8813591846228e-10,4532,"tags=65%, list=27%, signal=48%","4851/3718/917/3112/3932/916/919/6775/3111/3566/3561/3560/3716/915/3559/30009/27040/4790/5588/4775/6777/8517/5530/864/28514/7535/3594/3118/3113/4792/3592/6778/6772/3122/3458/5601/1147/54567/3459/3119/5970/2625/3717/3127/5534/9794/920/3109/5532/3115/3108/3117/4853/5600/5599"
"hsa04659","Th17 cell differentiation",99,0.563057069222187,2.55514750017661,1.64205615666821e-11,1.38753745238464e-09,1.02844569812377e-09,3965,"tags=60%, list=24%, signal=46%","50615/3569/3718/917/3112/3932/916/919/3111/3566/3561/3560/3716/50943/3570/10148/915/3559/6774/30009/27040/4790/5588/4775/6777/8517/5530/7535/7048/3594/3556/2475/3118/9466/51561/3113/6095/3091/4792/6778/6772/861/3122/196/3458/5601/1147/3459/246778/3119/5970/2625/3717/3572/3127/5534/920/3109/5532"
"hsa04650","Natural killer cell mediated cytotoxicity",97,0.551828430621239,2.50100538578954,2.63322491770203e-11,1.78006004436657e-09,1.31938427455386e-09,3965,"tags=59%, list=24%, signal=45%","5336/259197/3932/117157/919/2185/3455/3384/79465/51744/3683/3845/5880/4068/7462/27040/5777/962/7124/8743/5293/7409/5530/80328/8797/7535/5579/5295/3824/6850/356/4277/2215/5551/2885/3937/2534/3458/8795/5604/5058/10451/3823/3459/6655/2214/3133/836/7410/3383/53358/3689/3107/5534/3454/2207/5532"
"hsa04064","NF-kappa B signaling pathway",100,0.544082157503747,2.48155937045477,4.21116471259797e-11,2.37228945476352e-09,1.75834596771634e-09,3100,"tags=49%, list=18%, signal=40%","4050/84433/6366/5336/6363/4049/7128/29760/3932/8600/4791/7412/959/10673/330/8740/115650/5971/1540/27040/4790/23118/5588/7124/10892/9020/8517/6885/4067/142/958/7187/3929/7535/5579/283106/6850/4792/695/23586/1147/8837/7706/8915/29775/7188/7186/7132/5970"
"hsa04662","B cell receptor signaling pathway",81,0.576306869926903,2.54264987279271,1.42151818920926e-10,6.86390211361044e-09,5.08753878243315e-09,3286,"tags=51%, list=20%, signal=41%","973/930/84433/640/5336/933/974/29760/3635/55024/971/10859/3845/5880/27071/4790/5777/10892/4775/5293/7409/8517/4067/23547/5530/1380/5579/5295/6850/118788/4792/695/2885/1147/5604/10451/8915/11024/5970/6655/7410"
"hsa05340","Primary immunodeficiency",32,0.742738666375436,2.71312938355906,8.33705003719383e-10,3.52240364071439e-08,2.61081303796333e-08,1448,"tags=66%, list=9%, signal=60%","973/930/5993/3718/29760/3932/916/4261/5788/3561/959/926/3575/29851/915/115650/925/64421/8517/958/7535"
"hsa04640","Hematopoietic cell lineage",83,0.551924023305981,2.44737125865206,1.31349920728741e-09,4.50464737426507e-08,3.33885417338862e-08,1694,"tags=42%, list=10%, signal=38%","2208/2811/931/930/3569/917/933/3112/3672/916/921/952/3111/3566/1378/926/951/3570/3575/924/3574/915/3559/912/911/925/914/7124/2322/7037/2814/3676/1380/3118/3113"
"hsa05169","Epstein-Barr virus infection",184,0.42429413927969,2.14731115651211,1.33273590954588e-09,4.50464737426507e-08,3.33885417338862e-08,3930,"tags=41%, list=23%, signal=32%","2208/930/3569/5336/3718/917/3112/7128/29760/916/919/894/3455/25942/3111/4791/3683/3716/915/6774/5971/4790/23118/7124/11047/9020/5293/8517/6885/4067/958/29110/4193/864/7187/1027/55080/1380/10018/9641/3627/3118/4734/5295/3113/6850/1870/5718/4792/695/6772/23586/3122/841/5601/1147/3065/6890/7188/7186/3119/6891/5970/3133/836/3383/5707/3127/3107/896/3454/51135/5713/3109/5608"
"hsa04382","Cornified envelope formation",120,-0.494646442963454,-2.18716228749669,4.14981150048476e-09,1.27512389742168e-07,9.45124533124758e-08,3565,"tags=45%, list=21%, signal=36%","126410/1294/3728/3875/5046/140576/6277/6281/204219/26154/9076/6274/388698/5528/5525/6284/6282/5521/2053/2312/5523/9071/2125/5518/3887/5522/5493/1308/23254/376497/29943/57402/338785/3856/100506658/84283/6280/144501/1041/79852/3855/3858/6273/3853/6275/25984/1828/3852/1364/3848/5317/3872/5652/3861"
"hsa04062","Chemokine signaling pathway",174,0.425404318453599,2.13965297298264,6.21800614474246e-09,1.75140506410246e-07,1.29814514249886e-07,3488,"tags=42%, list=21%, signal=34%","1236/10563/6364/643/6366/111/6369/5336/1233/6363/3718/6373/5567/2185/1235/56288/3702/5294/3845/5880/156/6774/4790/2870/5908/653361/4283/6777/5293/6352/7409/2793/8517/1399/4067/1794/23236/1232/7454/9844/3627/5579/10663/5295/2833/3577/6362/4792/1234/6772/2885/2869/113/1237/10235/1147/6374/5604/5058/10451/6375/5196/2829/6846/5970/729230/6655/10681/7410/6356/3717/196883/2786"
"hsa04061","Viral protein interaction with cytokine and cytokine receptor",85,0.523067681111318,2.31820143758237,7.22291515219509e-09,1.87795793957072e-07,1.39194640179954e-07,3117,"tags=48%, list=19%, signal=39%","1236/10563/6364/643/6366/3569/6369/1233/6363/4049/6373/1235/3561/3560/3570/8740/3559/7124/4283/8743/6352/1232/8797/3627/2833/7133/3587/3577/1436/6362/8809/1234/1237/8795/6374/6375/5196/2829/6846/7132/729230"
"hsa04660","T cell receptor signaling pathway",112,0.480602887318509,2.2588793629108,2.04596428995013e-08,4.32209956251965e-07,3.20354934873771e-07,2702,"tags=41%, list=16%, signal=35%","84433/5519/917/3932/916/919/9402/5788/3702/940/959/926/10125/3845/29851/915/27040/4790/5777/5588/925/7124/10892/9020/4775/5293/7409/8517/6885/5133/5530/7535/5295/868/4792/2885/3937/2534/5062/3458/5601/1147/5604/5058/10451/8915"
"hsa00190","Oxidative phosphorylation",112,-0.505019807617969,-2.19310366872221,1.95174609429954e-08,4.32209956251965e-07,3.20354934873771e-07,5764,"tags=68%, list=34%, signal=45%","1353/84701/4710/518/517/4722/527/9114/537/50617/1327/4708/535/4711/4697/54539/4712/1350/1346/1349/533/4694/29796/1347/4725/525/515/4714/4717/522/245973/1345/9551/55967/523/10632/4698/1351/9167/7386/4723/4695/513/1537/4726/9296/1337/4728/4716/4713/528/51382/4724/4709/1329/10975/27068/51606/1340/51079/4715/4696/4705/27089/7381/374291/4701/4707/126328/539/9550/4706/56901/521/534/4731"
"hsa05166","Human T-cell leukemia virus 1 infection",210,0.382375462474366,1.97409725241833,1.94595622033258e-08,4.32209956251965e-07,3.20354934873771e-07,4018,"tags=40%, list=24%, signal=31%","3569/111/3718/917/4049/3112/3932/916/894/5567/3111/3561/4791/3560/3683/3716/3845/915/3559/115650/5971/4790/2113/2033/7015/7124/9519/9020/4775/6777/5293/1029/8517/958/2002/5530/9184/6929/701/7048/3118/8829/5295/3113/4801/2005/3601/1870/7094/4792/8295/6908/991/9700/3122/200186/113/5601/1147/5604/2224/3119/7132/5970/1739/3133/7850/64784/3383/196883/11200/3689/3127/3107/5534/896/4085/920/64764/3109/4055/5532/64682/545"
"hsa04630","JAK-STAT signaling pathway",116,0.457440539163043,2.15767936940916,5.47634808696642e-08,1.08882685493803e-06,8.0704077071084e-07,3811,"tags=47%, list=23%, signal=37%","50615/3569/3718/6775/894/3455/1439/3566/3561/3560/3716/3570/3575/3574/3559/6774/3597/8651/5777/2033/6777/5293/5771/163702/316/3594/2475/9466/2273/5295/51561/4170/3601/3587/3592/6778/6772/2885/10401/9180/3458/3459/246778/5008/6655/1154/5156/3717/3572/1489/8554/896/122809/3977/3454"
"hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",87,0.485868567900545,2.1517200672823,2.60273359496139e-07,4.88735530609417e-06,3.62251810292872e-06,2926,"tags=41%, list=17%, signal=34%","917/3932/916/919/940/3716/10125/3845/915/6774/27040/4790/5777/5588/4775/5293/8517/5133/5530/27436/54106/7535/2475/5295/283106/10538/6198/3091/4792/6772/3458/1147/55509/5604/29126/3459"
"hsa04380","Osteoclast differentiation",131,0.426312099526389,2.05171083641506,5.09368774266717e-07,8.60833228510752e-06,6.38051411976203e-06,3179,"tags=37%, list=19%, signal=30%","489/5336/55423/29760/3932/3455/8600/4791/3708/3716/10859/8651/5971/1540/4790/653361/23118/7124/9020/5293/8517/6885/23547/5530/814/7048/4982/5295/6850/2215/1436/4792/695/6772/2885/3937/2534/3458/5601/1147/5604/3459/11024/7186/7132/5970/5468/2214"
"hsa05162","Measles",117,0.432827297465311,2.04155996926531,5.00783907284693e-07,8.60833228510752e-06,6.38051411976203e-06,2641,"tags=35%, list=16%, signal=30%","3569/3718/917/7128/916/894/3455/3561/940/3560/3716/915/3559/6774/4790/23118/6777/5293/25898/8517/6885/29110/51284/6504/7187/1027/54106/9641/103/5295/30835/283106/868/356/4792/3592/6772/23586/841/5601/1147"
"hsa05321","Inflammatory bowel disease",54,0.578589628404483,2.3843906158953,5.517521186681e-07,8.88058171951514e-06,6.58230597709313e-06,4885,"tags=74%, list=29%, signal=53%","50615/3569/3112/6775/3111/3566/3561/50943/6774/30009/4790/7124/3594/3118/51561/3113/6095/3592/8809/6778/6772/3122/3458/3459/3119/5970/2625/7100/3127/3606/3109/3115/3108/3117/7097/8807/3552/3123/4772/7040"
"hsa05332","Graft-versus-host disease",33,0.653090113255884,2.40549719276028,6.08010997787124e-07,9.34125987509309e-06,6.923761601595e-06,4861,"tags=79%, list=29%, signal=56%","3569/3112/3111/940/7124/3118/3113/3824/356/5551/3122/3458/3119/941/3133/3127/3107/3109/942/3115/3108/3117/3002/3552/3106/3123"
"hsa05200","Pathways in cancer",468,0.284205091342631,1.61099508808774,2.48027215505372e-06,3.64492168873112e-05,2.70162367461229e-05,3570,"tags=32%, list=21%, signal=26%","4851/3569/111/5336/2324/3718/4257/9002/6932/6775/894/5567/3455/83593/8322/10023/1439/3566/3561/2264/4791/3560/3716/10125/3570/330/3575/3845/5880/3574/3559/6774/3597/4790/1902/6789/2113/80326/405/2033/7015/6777/1284/5293/2322/1029/3082/2793/8517/1399/675/623/7855/2002/2149/1285/8454/23236/8202/1282/4193/1909/4843/816/28514/11040/7187/27436/1027/7048/3594/10018/2475/5579/81029/8648/5295/51561/2335/356/4040/9138/3601/1870/2308/818/624/8031/1436/6198/3091/2956/4792/3592/2953/5337/9252/5732/2034/2778/8325/2736/6778/7424/6772/57121/861/2885/23401/613/3908/2271/113/7175/3458/4855/841/10235/5601/3479/1147/5604/3065/54567/4041/7188/3459/1050/7186/867/2735/4312/2768/5970/5468/6655/2323/2122/10681/7480/836/7170/7428/5156/23493/862/3717/196883/2786/5915/1286/3572"
"hsa04620","Toll-like receptor signaling pathway",87,0.453915332140281,2.01021180117434,3.12091519776688e-06,4.3952889035217e-05,3.25779744328298e-05,4893,"tags=54%, list=29%, signal=38%","3569/6373/3455/3716/4790/23118/7124/4283/5293/6352/8517/6885/958/29110/51284/51311/7187/54106/3929/9641/3627/5295/10333/4792/3592/6772/841/5601/1147/5604/941/5970/7096/7100/3454/51135/5608/1326/7098/942/5600/5599/7097/929/5290/3576/10000"
"hsa04514","Cell adhesion molecule (CAM) interaction",139,0.3970708637914,1.92811204061921,3.79302553400307e-06,5.12817052197215e-05,3.80101085091676e-05,3743,"tags=45%, list=22%, signal=35%","8516/923/933/3112/3695/3384/5788/26047/3111/940/7412/959/3683/926/23562/26050/1003/23308/201633/29851/23114/57863/3385/49861/925/914/10666/6403/50848/5133/958/9369/3696/6693/3676/3118/10686/3113/5175/90952/6402/7122/3122/6404/84628/5792/29126/64115/3119/120425/941/83692/3133/3383/23705/58494/1493/3689/3127/6401/3107/80380"
